emotion,emotion_score
"['joy', 'neutral', 'joy', 'neutral', 'joy', 'neutral', 'joy', 'joy', 'joy', 'neutral', 'joy', 'neutral', 'joy', 'neutral', 'joy', 'joy', 'neutral', 'joy', 'sadness', 'joy', 'neutral', 'joy', 'neutral', 'neutral', 'sadness', 'disgust']","[0.7814710736274719, 0.16759811341762543, 0.9626976847648621, 0.8568221926689148, 0.10400821268558502, 0.7355293035507202, 0.21661892533302307, 0.9665381908416748, 0.531402587890625, 0.3854970932006836, 0.7914336919784546, 0.1665935516357422, 0.8840697407722473, 0.5642126202583313, 0.3895557224750519, 0.8280482292175293, 0.12565001845359802, 0.6908953189849854, 0.18000595271587372, 0.5914736986160278, 0.3355415463447571, 0.7141362428665161, 0.24055702984333038, 0.5494772791862488, 0.11169009655714035, 0.10400658845901489]"
"['disgust', 'anger', 'surprise', 'neutral', 'fear', 'sadness', 'surprise', 'neutral', 'sadness', 'disgust']","[0.7673397660255432, 0.18431398272514343, 0.48176223039627075, 0.4129965305328369, 0.7982515096664429, 0.7147693037986755, 0.21378199756145477, 0.5494772791862488, 0.11169009655714035, 0.10400658845901489]"
"['neutral', 'anger', 'disgust', 'neutral', 'disgust', 'surprise', 'neutral', 'fear', 'surprise', 'neutral', 'joy', 'neutral', 'joy', 'neutral', 'disgust', 'sadness', 'anger', 'joy', 'neutral', 'joy', 'sadness', 'joy', 'neutral', 'sadness', 'surprise', 'neutral', 'neutral', 'surprise', 'neutral', 'joy', 'neutral', 'joy', 'neutral', 'joy', 'neutral', 'neutral', 'joy', 'disgust', 'joy', 'joy', 'neutral', 'surprise', 'neutral', 'sadness', 'disgust']","[0.43699824810028076, 0.30162903666496277, 0.20038242638111115, 0.5704115629196167, 0.25815489888191223, 0.49864059686660767, 0.3102918267250061, 0.15299127995967865, 0.8158932328224182, 0.6542123556137085, 0.30755072832107544, 0.6154902577400208, 0.3320196568965912, 0.5514839291572571, 0.14899682998657227, 0.1321113556623459, 0.10461234301328659, 0.9070130586624146, 0.750464677810669, 0.2019789069890976, 0.9493160843849182, 0.6153980493545532, 0.3482399582862854, 0.775763750076294, 0.1398601233959198, 0.8740413784980774, 0.805290937423706, 0.12310920655727386, 0.7203415632247925, 0.241716668009758, 0.8143730759620667, 0.1513465791940689, 0.6940044164657593, 0.23628033697605133, 0.8248295187950134, 0.6221888065338135, 0.21537688374519348, 0.11889906227588654, 0.9879431128501892, 0.3869955539703369, 0.3674197196960449, 0.18051764369010925, 0.5494772791862488, 0.11169009655714035, 0.10400658845901489]"
"['surprise', 'anger', 'neutral', 'joy', 'joy', 'neutral', 'sadness', 'neutral', 'sadness', 'disgust', 'neutral', 'sadness', 'disgust', 'neutral', 'joy', 'surprise', 'neutral', 'neutral', 'sadness', 'surprise', 'neutral', 'neutral', 'disgust', 'joy', 'neutral', 'neutral', 'anger', 'disgust', 'neutral', 'surprise', 'anger', 'disgust', 'fear', 'sadness', 'neutral', 'neutral', 'sadness', 'disgust']","[0.30260729789733887, 0.2786146104335785, 0.24012388288974762, 0.956887423992157, 0.4494800865650177, 0.36236682534217834, 0.10392104834318161, 0.5494772791862488, 0.11169009655714035, 0.10400658845901489, 0.5494772791862488, 0.11169009655714035, 0.10400658845901489, 0.7647839784622192, 0.17134258151054382, 0.7240439057350159, 0.156942218542099, 0.636227011680603, 0.13404147326946259, 0.687937319278717, 0.2173299342393875, 0.6363557577133179, 0.13898004591464996, 0.10307036340236664, 0.9267661571502686, 0.4573461413383484, 0.30708274245262146, 0.10261812061071396, 0.5375123620033264, 0.4174865782260895, 0.9063525199890137, 0.5036976337432861, 0.26215195655822754, 0.10478588193655014, 0.7492421865463257, 0.5494772791862488, 0.11169009655714035, 0.10400658845901489]"
"['sadness', 'surprise', 'anger', 'fear', 'joy', 'disgust', 'anger', 'neutral', 'surprise', 'neutral', 'neutral', 'sadness', 'sadness', 'surprise', 'neutral', 'sadness', 'neutral', 'sadness', 'disgust']","[0.6230922341346741, 0.2951427102088928, 0.9733240604400635, 0.4033800959587097, 0.16367897391319275, 0.14361421763896942, 0.13241147994995117, 0.13008838891983032, 0.5265273451805115, 0.3564734160900116, 0.7125758528709412, 0.1598779857158661, 0.9528506994247437, 0.4662690758705139, 0.2588769197463989, 0.23118790984153748, 0.5494772791862488, 0.11169009655714035, 0.10400658845901489]"
"['neutral', 'surprise', 'neutral', 'fear', 'anger', 'neutral', 'surprise', 'neutral', 'fear', 'anger', 'neutral', 'sadness', 'disgust']","[0.6395576596260071, 0.31250908970832825, 0.9629474878311157, 0.7321526408195496, 0.11176114529371262, 0.7863619327545166, 0.11990298330783844, 0.6156642436981201, 0.16839750111103058, 0.10810482501983643, 0.5494772791862488, 0.11169009655714035, 0.10400658845901489]"
"['anger', 'neutral', 'sadness', 'disgust', 'neutral', 'neutral', 'sadness', 'neutral', 'anger', 'neutral', 'sadness', 'disgust']","[0.3901382386684418, 0.35282081365585327, 0.13226906955242157, 0.9273114800453186, 0.8915032744407654, 0.7548233270645142, 0.11785003542900085, 0.7324418425559998, 0.1704905927181244, 0.5494772791862488, 0.11169009655714035, 0.10400658845901489]"
"['joy', 'neutral', 'surprise', 'neutral', 'surprise', 'neutral', 'joy', 'neutral', 'joy', 'neutral', 'joy', 'neutral', 'neutral', 'disgust', 'neutral', 'joy', 'neutral', 'neutral', 'neutral', 'neutral', 'surprise', 'neutral', 'surprise', 'joy']","[0.945545494556427, 0.6602126359939575, 0.2617536783218384, 0.8435541391372681, 0.691561222076416, 0.15049013495445251, 0.12909060716629028, 0.6106869578361511, 0.31116676330566406, 0.7610586285591125, 0.16902945935726166, 0.9392145872116089, 0.7259084582328796, 0.12964564561843872, 0.8142799735069275, 0.8599000573158264, 0.1167570948600769, 0.9500875473022461, 0.8605185151100159, 0.7817017436027527, 0.1022396981716156, 0.5431193709373474, 0.32228949666023254, 0.9125865697860718]"
"['neutral', 'joy', 'neutral', 'joy', 'neutral', 'joy', 'neutral', 'sadness', 'joy', 'neutral', 'joy', 'neutral', 'surprise', 'neutral', 'sadness', 'disgust', 'neutral', 'sadness', 'disgust', 'neutral', 'sadness', 'disgust', 'neutral', 'sadness', 'disgust']","[0.6755658984184265, 0.23567084968090057, 0.6673117280006409, 0.20856758952140808, 0.6599768996238708, 0.13188399374485016, 0.7331945300102234, 0.10020462423563004, 0.9424768090248108, 0.7119609713554382, 0.495189905166626, 0.3136385679244995, 0.14257816970348358, 0.5494772791862488, 0.11169009655714035, 0.10400658845901489, 0.5494772791862488, 0.11169009655714035, 0.10400658845901489, 0.5494772791862488, 0.11169009655714035, 0.10400658845901489, 0.5494772791862488, 0.11169009655714035, 0.10400658845901489]"
"['neutral', 'joy', 'disgust', 'neutral', 'neutral', 'neutral', 'neutral', 'sadness', 'neutral', 'surprise', 'disgust', 'neutral', 'neutral', 'sadness', 'disgust']","[0.8348429799079895, 0.1333685964345932, 0.7846441864967346, 0.868352472782135, 0.8175106644630432, 0.8743990659713745, 0.680585503578186, 0.11943946033716202, 0.7111332416534424, 0.18036989867687225, 0.916572093963623, 0.8444609045982361, 0.5494772791862488, 0.11169009655714035, 0.10400658845901489]"
"['neutral', 'anger', 'surprise', 'disgust', 'sadness', 'anger', 'joy', 'neutral', 'anger', 'sadness', 'fear', 'anger', 'neutral', 'surprise', 'disgust', 'surprise', 'sadness', 'neutral', 'sadness', 'disgust']","[0.596179723739624, 0.21414384245872498, 0.9132212996482849, 0.4566460847854614, 0.36025404930114746, 0.1368454396724701, 0.44797468185424805, 0.21138428151607513, 0.10401654988527298, 0.9510050415992737, 0.7032288908958435, 0.14566665887832642, 0.5236186385154724, 0.24513764679431915, 0.1286735236644745, 0.7321494221687317, 0.16842742264270782, 0.5494772791862488, 0.11169009655714035, 0.10400658845901489]"
"['neutral', 'joy', 'sadness', 'neutral', 'surprise', 'neutral', 'surprise', 'joy', 'neutral', 'neutral', 'sadness', 'disgust', 'neutral', 'sadness', 'disgust', 'surprise', 'disgust', 'neutral', 'sadness', 'disgust']","[0.7447585463523865, 0.13289399445056915, 0.5155106782913208, 0.27521079778671265, 0.15750248730182648, 0.7693085670471191, 0.6139876842498779, 0.19824132323265076, 0.10939647257328033, 0.5494772791862488, 0.11169009655714035, 0.10400658845901489, 0.5494772791862488, 0.11169009655714035, 0.10400658845901489, 0.7568688988685608, 0.1328233778476715, 0.5494772791862488, 0.11169009655714035, 0.10400658845901489]"
"['disgust', 'disgust', 'disgust', 'neutral', 'sadness', 'joy', 'surprise', 'neutral', 'anger', 'neutral', 'sadness', 'disgust']","[0.9385724663734436, 0.9045215845108032, 0.8711405396461487, 0.43945154547691345, 0.29148346185684204, 0.23147058486938477, 0.7714274525642395, 0.6916878819465637, 0.12778542935848236, 0.5494772791862488, 0.11169009655714035, 0.10400658845901489]"
"['neutral', 'joy', 'joy', 'neutral', 'joy', 'neutral', 'fear', 'neutral', 'sadness', 'surprise', 'joy', 'neutral', 'surprise']","[0.47631779313087463, 0.458089143037796, 0.6758851408958435, 0.27386534214019775, 0.9399949312210083, 0.8254987001419067, 0.49106550216674805, 0.1863405853509903, 0.13940227031707764, 0.13166652619838715, 0.42151305079460144, 0.3749346435070038, 0.13025981187820435]"
"['neutral', 'surprise', 'surprise', 'neutral', 'neutral', 'fear', 'neutral', 'fear', 'neutral', 'neutral', 'sadness', 'disgust']","[0.5144909024238586, 0.453921914100647, 0.5955462455749512, 0.33738601207733154, 0.3879382312297821, 0.2958095669746399, 0.9524429440498352, 0.552408754825592, 0.36856165528297424, 0.5494772791862488, 0.11169009655714035, 0.10400658845901489]"
"['sadness', 'neutral', 'sadness', 'disgust', 'neutral', 'sadness', 'disgust', 'joy', 'neutral', 'sadness', 'disgust', 'neutral', 'sadness', 'disgust', 'neutral', 'sadness', 'disgust', 'neutral', 'neutral', 'disgust', 'neutral', 'joy', 'neutral', 'sadness', 'disgust', 'neutral', 'sadness', 'disgust', 'joy', 'neutral', 'sadness', 'disgust']","[0.7954445481300354, 0.5494772791862488, 0.11169009655714035, 0.10400658845901489, 0.5494772791862488, 0.11169009655714035, 0.10400658845901489, 0.9051820635795593, 0.5494772791862488, 0.11169009655714035, 0.10400658845901489, 0.5494772791862488, 0.11169009655714035, 0.10400658845901489, 0.5494772791862488, 0.11169009655714035, 0.10400658845901489, 0.963567852973938, 0.5801386833190918, 0.3005560636520386, 0.8111538290977478, 0.13872207701206207, 0.5494772791862488, 0.11169009655714035, 0.10400658845901489, 0.5494772791862488, 0.11169009655714035, 0.10400658845901489, 0.9341340661048889, 0.5494772791862488, 0.11169009655714035, 0.10400658845901489]"
"['disgust', 'neutral', 'surprise', 'neutral', 'disgust', 'anger', 'neutral', 'surprise', 'anger', 'neutral', 'disgust', 'sadness', 'neutral', 'sadness']","[0.9095487594604492, 0.7942581176757812, 0.13087274134159088, 0.4551231563091278, 0.2838825285434723, 0.10339424759149551, 0.7522759437561035, 0.1806698888540268, 0.3181785047054291, 0.28986287117004395, 0.18673834204673767, 0.11954005807638168, 0.7648956775665283, 0.11226055026054382]"
"['surprise', 'disgust', 'fear', 'neutral', 'surprise', 'joy', 'sadness', 'neutral', 'surprise', 'neutral', 'surprise', 'surprise', 'neutral', 'joy', 'neutral', 'neutral', 'neutral', 'disgust', 'surprise', 'sadness', 'disgust', 'neutral', 'joy', 'neutral', 'sadness', 'disgust', 'surprise', 'sadness', 'neutral', 'neutral', 'disgust', 'neutral', 'disgust', 'surprise', 'sadness', 'disgust', 'neutral', 'fear', 'surprise', 'neutral', 'surprise', 'surprise', 'neutral', 'surprise', 'sadness', 'fear', 'neutral', 'fear', 'anger', 'sadness', 'neutral', 'surprise', 'neutral', 'sadness', 'disgust']","[0.7853384017944336, 0.10744669288396835, 0.3213900327682495, 0.27350667119026184, 0.16180087625980377, 0.15069662034511566, 0.8509889841079712, 0.6788543462753296, 0.27384015917778015, 0.8221595883369446, 0.1093737781047821, 0.9359228014945984, 0.9143232107162476, 0.6341679096221924, 0.2674591541290283, 0.9076346158981323, 0.7451909184455872, 0.17055381834506989, 0.6016631126403809, 0.13426384329795837, 0.13396145403385162, 0.7324798107147217, 0.21665307879447937, 0.4082562327384949, 0.3372991383075714, 0.15630434453487396, 0.5477379560470581, 0.21567945182323456, 0.12587516009807587, 0.540162205696106, 0.3450569212436676, 0.5057854652404785, 0.140891432762146, 0.1364113688468933, 0.10439571738243103, 0.6362778544425964, 0.16644974052906036, 0.48122265934944153, 0.43210047483444214, 0.7156120538711548, 0.10031579434871674, 0.9497570991516113, 0.6288222074508667, 0.20385530591011047, 0.13181841373443604, 0.932766318321228, 0.30400028824806213, 0.2509659230709076, 0.1925600916147232, 0.1247507631778717, 0.5251666903495789, 0.4205789566040039, 0.5494772791862488, 0.11169009655714035, 0.10400658845901489]"
"['surprise', 'joy', 'neutral', 'surprise', 'surprise', 'joy', 'neutral', 'fear', 'neutral', 'surprise', 'sadness', 'neutral', 'joy', 'surprise', 'surprise', 'neutral', 'sadness', 'fear', 'anger', 'joy', 'neutral', 'neutral', 'sadness', 'disgust']","[0.3136650323867798, 0.3094909191131592, 0.2899017930030823, 0.842415988445282, 0.48364579677581787, 0.3137623965740204, 0.14213688671588898, 0.332211971282959, 0.2166108638048172, 0.14628355205059052, 0.10555441677570343, 0.4921197295188904, 0.31101667881011963, 0.15944194793701172, 0.5742184519767761, 0.36080437898635864, 0.4589232802391052, 0.3261256217956543, 0.10391745716333389, 0.6678842902183533, 0.1990211457014084, 0.5494772791862488, 0.11169009655714035, 0.10400658845901489]"
"['anger', 'sadness', 'neutral', 'fear', 'surprise', 'neutral', 'neutral', 'surprise', 'surprise', 'neutral', 'disgust', 'anger', 'neutral', 'sadness', 'disgust']","[0.8361527323722839, 0.14371079206466675, 0.6105291247367859, 0.15315954387187958, 0.11641143262386322, 0.931757926940918, 0.7300355434417725, 0.20790287852287292, 0.7670268416404724, 0.16620683670043945, 0.7130810618400574, 0.15748067200183868, 0.5494772791862488, 0.11169009655714035, 0.10400658845901489]"
"['disgust', 'disgust', 'anger', 'surprise', 'neutral', 'surprise', 'sadness', 'neutral', 'sadness', 'disgust']","[0.8924884796142578, 0.6691114902496338, 0.22420071065425873, 0.7576922178268433, 0.2090015709400177, 0.5164158344268799, 0.244296595454216, 0.5494772791862488, 0.11169009655714035, 0.10400658845901489]"
"['joy', 'joy', 'neutral', 'neutral', 'surprise', 'joy', 'neutral', 'neutral', 'joy', 'neutral', 'neutral', 'joy', 'neutral', 'neutral', 'neutral', 'neutral', 'surprise', 'neutral', 'surprise', 'neutral', 'joy', 'neutral', 'neutral', 'surprise', 'neutral', 'surprise', 'neutral', 'joy', 'neutral', 'sadness', 'disgust']","[0.9008862972259521, 0.5910266041755676, 0.371188759803772, 0.7843359112739563, 0.1746811419725418, 0.784675657749176, 0.16728229820728302, 0.8919214606285095, 0.9038355350494385, 0.9558641314506531, 0.7334285378456116, 0.19572395086288452, 0.9182507395744324, 0.844485342502594, 0.8793439269065857, 0.7403998970985413, 0.16533343493938446, 0.7774527072906494, 0.5246001482009888, 0.4303050935268402, 0.8740237355232239, 0.9179194569587708, 0.7300935983657837, 0.2148027867078781, 0.612425684928894, 0.35677075386047363, 0.5051209330558777, 0.44445013999938965, 0.5494772791862488, 0.11169009655714035, 0.10400658845901489]"
"['neutral', 'joy', 'surprise', 'neutral', 'surprise', 'anger', 'surprise', 'neutral', 'anger']","[0.3427182734012604, 0.31227320432662964, 0.30453401803970337, 0.3420167565345764, 0.34110531210899353, 0.15214745700359344, 0.6063912510871887, 0.21671828627586365, 0.10922104865312576]"
"['anger', 'neutral', 'neutral', 'surprise', 'surprise', 'neutral', 'neutral', 'neutral', 'neutral', 'joy', 'joy', 'neutral', 'neutral', 'sadness', 'neutral', 'sadness', 'disgust']","[0.482416033744812, 0.2949276566505432, 0.5637654066085815, 0.40032297372817993, 0.7551957964897156, 0.1494959145784378, 0.8414220809936523, 0.9300941824913025, 0.5906754732131958, 0.3086850643157959, 0.515588104724884, 0.4489786624908447, 0.9254003763198853, 0.8500934839248657, 0.5494772791862488, 0.11169009655714035, 0.10400658845901489]"
"['neutral', 'surprise', 'disgust', 'neutral', 'fear', 'sadness', 'disgust', 'anger', 'neutral', 'neutral', 'anger', 'neutral', 'surprise', 'anger']","[0.4822286367416382, 0.2366229146718979, 0.18331551551818848, 0.5391648411750793, 0.24062521755695343, 0.12278001010417938, 0.49457329511642456, 0.3629859387874603, 0.8862424492835999, 0.6568642854690552, 0.21508878469467163, 0.7167869210243225, 0.5302867293357849, 0.3084385097026825]"
"['joy', 'neutral', 'neutral', 'anger', 'fear', 'sadness', 'disgust', 'neutral', 'surprise', 'neutral', 'neutral', 'sadness', 'disgust', 'neutral', 'sadness', 'disgust', 'neutral', 'surprise', 'anger', 'disgust', 'neutral', 'neutral', 'fear', 'anger', 'neutral', 'joy', 'surprise', 'surprise']","[0.6037436723709106, 0.30256861448287964, 0.9464770555496216, 0.4858158230781555, 0.24392731487751007, 0.13373106718063354, 0.11080516129732132, 0.6999596357345581, 0.2420729398727417, 0.9454480409622192, 0.5494772791862488, 0.11169009655714035, 0.10400658845901489, 0.5494772791862488, 0.11169009655714035, 0.10400658845901489, 0.8544520139694214, 0.11388945579528809, 0.6481831669807434, 0.16543090343475342, 0.1434601992368698, 0.5229706168174744, 0.21450406312942505, 0.1472315490245819, 0.40030115842819214, 0.35498344898223877, 0.19394484162330627, 0.9374731183052063]"
"['disgust', 'neutral', 'sadness', 'surprise', 'fear', 'anger', 'fear', 'neutral', 'disgust', 'anger', 'disgust', 'anger', 'neutral', 'sadness', 'neutral', 'surprise', 'sadness', 'surprise', 'sadness', 'neutral', 'disgust', 'sadness', 'neutral', 'sadness', 'disgust']","[0.9783251881599426, 0.3605320453643799, 0.3292718827724457, 0.26612892746925354, 0.6085419058799744, 0.3086654841899872, 0.33939552307128906, 0.25606170296669006, 0.14551736414432526, 0.13818322122097015, 0.364420622587204, 0.22817948460578918, 0.16977162659168243, 0.16099576652050018, 0.5145364999771118, 0.17178407311439514, 0.1357310563325882, 0.5170831084251404, 0.2449081987142563, 0.20615719258785248, 0.6015614867210388, 0.12683360278606415, 0.5494772791862488, 0.11169009655714035, 0.10400658845901489]"
"['neutral', 'surprise', 'neutral', 'joy', 'surprise', 'neutral', 'joy', 'fear', 'surprise', 'neutral', 'joy', 'joy', 'neutral', 'neutral', 'joy', 'neutral', 'surprise', 'joy', 'joy', 'neutral', 'surprise', 'neutral', 'sadness', 'joy', 'neutral', 'surprise', 'sadness', 'surprise', 'neutral']","[0.8763107061386108, 0.4912605583667755, 0.34123149514198303, 0.11500914394855499, 0.38313502073287964, 0.28420719504356384, 0.11521506309509277, 0.10730674117803574, 0.5932503938674927, 0.23382915556430817, 0.13391606509685516, 0.9614635705947876, 0.8096296191215515, 0.6683835983276367, 0.2803512215614319, 0.41869741678237915, 0.3086910843849182, 0.16932588815689087, 0.7780938744544983, 0.1330733299255371, 0.6064409017562866, 0.2550310492515564, 0.1036239042878151, 0.620308518409729, 0.13849078118801117, 0.13213945925235748, 0.34664779901504517, 0.33583855628967285, 0.1984844207763672]"
"['sadness', 'neutral', 'surprise', 'neutral', 'surprise', 'neutral', 'sadness', 'anger', 'disgust', 'neutral', 'sadness', 'neutral', 'neutral', 'sadness', 'disgust']","[0.6717142462730408, 0.17505772411823273, 0.11023759841918945, 0.7613441348075867, 0.10804589092731476, 0.6181936860084534, 0.2988067865371704, 0.2971029281616211, 0.2927849590778351, 0.2042030543088913, 0.1783529669046402, 0.9136055111885071, 0.5494772791862488, 0.11169009655714035, 0.10400658845901489]"
"['anger', 'neutral', 'neutral', 'neutral', 'surprise', 'fear', 'surprise', 'neutral', 'neutral', 'neutral', 'disgust', 'neutral', 'sadness', 'disgust']","[0.4890015423297882, 0.41815251111984253, 0.935534656047821, 0.5976062417030334, 0.3128810524940491, 0.5143003463745117, 0.2825430929660797, 0.13257737457752228, 0.8671937584877014, 0.8501824140548706, 0.9130967259407043, 0.5494772791862488, 0.11169009655714035, 0.10400658845901489]"
"['joy', 'neutral', 'joy', 'joy', 'joy', 'joy', 'joy', 'joy']","[0.8234021067619324, 0.9546708464622498, 0.8673533797264099, 0.9171749949455261, 0.8893712162971497, 0.9885755181312561, 0.9604536294937134, 0.8910208940505981]"
"['neutral', 'joy', 'neutral', 'neutral', 'joy', 'surprise', 'neutral', 'surprise', 'neutral', 'fear', 'neutral', 'sadness', 'disgust', 'neutral', 'sadness', 'disgust', 'fear', 'neutral', 'neutral', 'sadness', 'disgust']","[0.8485000729560852, 0.7426358461380005, 0.21871423721313477, 0.46125686168670654, 0.26547423005104065, 0.20955097675323486, 0.7211295366287231, 0.1057639941573143, 0.849238395690918, 0.8702189922332764, 0.5494772791862488, 0.11169009655714035, 0.10400658845901489, 0.5494772791862488, 0.11169009655714035, 0.10400658845901489, 0.9893174767494202, 0.8948937654495239, 0.5494772791862488, 0.11169009655714035, 0.10400658845901489]"
"['disgust', 'surprise', 'fear', 'joy', 'neutral', 'anger', 'disgust', 'fear', 'neutral', 'sadness', 'neutral', 'anger', 'disgust', 'surprise', 'joy', 'neutral', 'disgust', 'neutral', 'sadness', 'disgust', 'neutral', 'sadness', 'disgust', 'neutral', 'sadness', 'disgust', 'joy', 'neutral']","[0.5130621194839478, 0.2189675271511078, 0.10440617799758911, 0.847943127155304, 0.10652073472738266, 0.396541953086853, 0.24879400432109833, 0.22205215692520142, 0.5676683187484741, 0.16030177474021912, 0.21484526991844177, 0.20546278357505798, 0.19209453463554382, 0.1815626472234726, 0.17993296682834625, 0.709694504737854, 0.12894535064697266, 0.5494772791862488, 0.11169009655714035, 0.10400658845901489, 0.5494772791862488, 0.11169009655714035, 0.10400658845901489, 0.5494772791862488, 0.11169009655714035, 0.10400658845901489, 0.6152998805046082, 0.26093482971191406]"
"['disgust', 'neutral', 'anger', 'fear', 'neutral', 'sadness', 'disgust', 'neutral', 'sadness', 'neutral', 'neutral', 'sadness', 'disgust', 'neutral']","[0.9285588264465332, 0.5642218589782715, 0.12186918407678604, 0.10354594886302948, 0.5494772791862488, 0.11169009655714035, 0.10400658845901489, 0.7620982527732849, 0.11895669996738434, 0.7753408551216125, 0.5494772791862488, 0.11169009655714035, 0.10400658845901489, 0.7950749397277832]"
"['neutral', 'fear', 'anger', 'fear', 'anger', 'neutral', 'surprise', 'neutral', 'neutral', 'disgust', 'surprise', 'neutral', 'surprise', 'anger', 'sadness', 'fear', 'anger', 'fear', 'anger', 'joy', 'neutral', 'neutral', 'sadness', 'disgust']","[0.882710874080658, 0.7027424573898315, 0.10218362510204315, 0.7027424573898315, 0.10218362510204315, 0.8386114835739136, 0.1250067949295044, 0.9453442692756653, 0.6199740171432495, 0.1408889889717102, 0.1265982836484909, 0.5632591843605042, 0.18684569001197815, 0.8584604859352112, 0.8152037262916565, 0.7027424573898315, 0.10218362510204315, 0.7027424573898315, 0.10218362510204315, 0.696789562702179, 0.2666358947753906, 0.5494772791862488, 0.11169009655714035, 0.10400658845901489]"
"['neutral', 'joy', 'neutral', 'joy', 'neutral', 'joy', 'neutral', 'disgust', 'joy', 'neutral', 'surprise', 'neutral', 'joy', 'surprise', 'neutral', 'surprise', 'neutral', 'neutral', 'sadness', 'disgust']","[0.6763516664505005, 0.23805643618106842, 0.5317255854606628, 0.38818833231925964, 0.8782243728637695, 0.9566712379455566, 0.757599413394928, 0.11556719988584518, 0.8469833731651306, 0.7003199458122253, 0.20083172619342804, 0.4117758274078369, 0.3996078073978424, 0.16656869649887085, 0.9053443074226379, 0.8737756609916687, 0.10877912491559982, 0.5494772791862488, 0.11169009655714035, 0.10400658845901489]"
"['sadness', 'fear', 'neutral', 'surprise', 'anger', 'fear', 'fear', 'sadness', 'anger', 'neutral', 'joy', 'neutral', 'surprise', 'surprise', 'neutral', 'surprise', 'neutral', 'neutral', 'surprise', 'sadness', 'joy', 'surprise', 'neutral', 'neutral', 'disgust', 'fear', 'neutral', 'sadness', 'joy', 'joy', 'neutral', 'neutral', 'sadness', 'disgust']","[0.8043162822723389, 0.13188067078590393, 0.5323754549026489, 0.12960393726825714, 0.1291070431470871, 0.10956326872110367, 0.3246178925037384, 0.25290051102638245, 0.20203545689582825, 0.15652622282505035, 0.44372445344924927, 0.28130820393562317, 0.21210159361362457, 0.7742915153503418, 0.1627516895532608, 0.8789373636245728, 0.8002628684043884, 0.5019461512565613, 0.3522186279296875, 0.10802334547042847, 0.418840616941452, 0.3035275638103485, 0.2196587473154068, 0.7120578289031982, 0.1070455014705658, 0.3511475622653961, 0.2751988172531128, 0.1613141894340515, 0.13583946228027344, 0.6931619644165039, 0.21851491928100586, 0.5494772791862488, 0.11169009655714035, 0.10400658845901489]"
"['joy', 'neutral', 'surprise', 'surprise', 'neutral', 'anger', 'sadness', 'fear', 'surprise', 'anger', 'neutral', 'sadness', 'anger', 'sadness', 'fear', 'fear', 'surprise', 'sadness', 'neutral', 'neutral', 'sadness', 'fear', 'disgust', 'surprise', 'joy', 'sadness', 'neutral', 'sadness', 'surprise', 'sadness', 'neutral', 'surprise', 'neutral', 'joy', 'neutral', 'surprise']","[0.438213050365448, 0.2897297739982605, 0.110951267182827, 0.5116215348243713, 0.44593334197998047, 0.5672011375427246, 0.2247634381055832, 0.11452183872461319, 0.34239518642425537, 0.19827327132225037, 0.19509747624397278, 0.14486810564994812, 0.35211867094039917, 0.3405272364616394, 0.18474198877811432, 0.5749654769897461, 0.11542502045631409, 0.10489162802696228, 0.10057607293128967, 0.5027034878730774, 0.19666320085525513, 0.12715590000152588, 0.11298393458127975, 0.45530009269714355, 0.2727707326412201, 0.11729542911052704, 0.556979775428772, 0.18952293694019318, 0.1479472815990448, 0.8870625495910645, 0.8049426078796387, 0.10149961709976196, 0.8938193321228027, 0.4184280037879944, 0.29677191376686096, 0.236505925655365]"
"['disgust', 'anger', 'neutral', 'neutral', 'surprise', 'surprise', 'sadness', 'neutral', 'neutral', 'surprise', 'sadness', 'neutral', 'neutral', 'surprise', 'anger', 'neutral', 'disgust', 'neutral', 'surprise', 'neutral', 'neutral', 'sadness', 'disgust', 'neutral', 'sadness', 'disgust', 'neutral', 'sadness', 'disgust', 'neutral', 'anger', 'neutral', 'disgust', 'anger']","[0.6747086644172668, 0.2343554049730301, 0.8819271326065063, 0.5857009291648865, 0.2725215554237366, 0.6742768287658691, 0.14031939208507538, 0.8758925795555115, 0.6422362923622131, 0.15592701733112335, 0.13774308562278748, 0.9396982192993164, 0.6783227920532227, 0.2202780842781067, 0.5646653771400452, 0.2486504465341568, 0.1455785036087036, 0.7260528206825256, 0.11419223248958588, 0.8750216960906982, 0.5494772791862488, 0.11169009655714035, 0.10400658845901489, 0.5494772791862488, 0.11169009655714035, 0.10400658845901489, 0.5494772791862488, 0.11169009655714035, 0.10400658845901489, 0.9154862761497498, 0.5471766591072083, 0.2476523071527481, 0.12042444944381714, 0.8605381846427917]"
"['joy', 'neutral', 'neutral', 'joy', 'neutral', 'joy', 'neutral', 'neutral', 'fear', 'neutral', 'neutral', 'sadness', 'surprise', 'neutral', 'anger', 'disgust', 'neutral', 'sadness', 'disgust']","[0.9187497496604919, 0.8826726078987122, 0.5569072961807251, 0.23931726813316345, 0.8080249428749084, 0.1539190709590912, 0.8568522334098816, 0.6179696917533875, 0.20908425748348236, 0.9437488317489624, 0.4605730175971985, 0.2331974059343338, 0.12595024704933167, 0.5301008224487305, 0.16939137876033783, 0.12767070531845093, 0.5494772791862488, 0.11169009655714035, 0.10400658845901489]"
